index,medicament,avis_clean
9971,sertraline,bonjour a tous ce medicament m a ete prescrit dans le cadre d un trouble anxieux le but ete de monter a 150 mg j ai tenue 2 mois a 50 mg avec une demultiplication des crises d angoisse vomissements diarrhee migraine fatigue extreme j ai du etre en arret de travail tellement ma vie etait devenue un enfer j ai voulu sur les conseils de mon psychiatre continuer et voir si les effets secondaires allaient disparaitre car c est visiblement l ad irss le plus efficace contre l anxiete au bout de 2 jours d arret je remange je sors de mon lit une catastrophe j ai vraiment cru que j allais mourrir j ai perdu 13 kg en 2 mois au passage ne me convient pas
9972,sertraline,apres un mois je vois rien de mieux nausees vomissements angoisse idees suicidaires accouphene cephalees bouche seche voila les effets secondaires si seulement ca allait mieux je ne dirais rien mais la pas de bol j espere que ca va pas tarde car ca devient tres dur a se motive et lorsqu on est vide et envie de rien avec une envie de bouger irrepressible c est l enfer
9973,sertraline,sertraline sans ordonnance https onlinecheappills com tres efficace je la recommande
9974,sertraline,je prends setraline depuis bientot 2 mois et donc je peux donner mon avis en toute transparence sur ce traitement tout d abord je prends ce traitement pour reduire les symptomes de mes troubles anxieux generalises severe et ma phobie sociale j ai commence par prendre 25mg pendant une semaine mais je n ai eu aucuns effets secondaire ni rien donc mon organisme visiblement le tolerer bien mais cette dose de me suffisais pas donc ma psychiatre m a passe a 50mg j ai eu quelques effets indesirables pendant une semaine comme une baisse de libido des coups de barres dans la journee et meme parfois l impression que les jours ne sont pas reels mais apres cette semaine ci j ai perdu tous les effets indesirables ma psychiatre me mettras tres bientot sous 100mg car 50mg ne me suffisent pas malheureusement actuellement apres un mois sous setraline 50mg je ressent que tres peu d effets voulus et pratiquement aucuns effets indesirables chaque personne gere un traitement differemment et puis il faut souligner que je suis aussi sous seresta et j en prends 2 voir 3 quand je vais me coucher et que je sent que je fais faire une crise d anxiete et une insomnie donc en conclusion des 50mg de sertraline ce medicament ne m a pas entrainer beaucoup d effets indesirables mais pas d effets benefique pour le moment
9975,sertraline,j ai commence le traitement lundi 25mg alors que j allais mieux avec les anxiolytiques atarax 25mg j ai l impression que depuis le debut de la prise de sertraline je replonge completement angoisses peur de m endormir car cauchemars sensation d etre vaseuse la tete lourde la memoire me fait defaut et je suis bien ralentit le pire ce sont surtout des acouphenes qui sont apparus et ca c est vraiment le plus complique a gerer avez vous deja eu des effets secondaires semblables et au bout de combien de temps ont ils disparus
9976,sertraline,lisez absolument ce message bonjour a tous j ai commence la sertraline 1cp 50 mg en novembre par j avais une anxiete generalisee je n arrivais plus a aller faire mes courses j avais peur de tout meme de rencontrer des gens plus de motivation peur d aller travailler peur de conduire d aller a l aeroport ma vie avait change alors que j aimais tout ca avant j ai decide de me tourner vers un traitement et en lisant les commentaires ca m a fait peur mais un commentaire et merci m a convaincu d essayer voila ce que ca donne sur moi les 2 premieres semaines horrible nausees des angoisses encore plus fortes je n avais plus envie de me lever de mon lit plus aucune motivation j etais vraiment tres mal j avais envie d arreter et heureusement au bout de 2 3 semaines ca s est calme je commencais a aller mieux je suis a j 3 mois et je revis je me sens bcp mieux et je peux refaire bcp de choses on est tous differents pour certains ca marchera et d autres non je te conseilles avant d essayer des methodes naturelles sophrologie hypnose therapies comportementales chez un psychologue faire du sport prendre du magnesium manger mieux eviter le sucre industriel le rhodiola ou millepertuis fleurs de bach ttt naturel si cela ne fonctionne pas alors essaye un medicament que ton psy t aura conseille mais n abandonne jamais tu vas t en sortir je sais ce que tu vis et parfois on est au bout du rouleau rien ne va plus mais crois en toi prie et releve toi tu vas y arriver
9977,sertraline,bonjour a tous mon psychiatre m a prescrit sertraline et je doit commencer le traitement a 50mg je vous avoue cependant que j ai une peur bleu de la prendre j aimerais savoir pour vous les effets indesirable a quel moment se sont ils fait ressentir et combien de temps en general ca dure sincerement je suis inquiet de devoir supporter des crises d angoisses plus forte ou une depression accentuer etc merci pour vos retours
9978,sertraline,bonjour ayant des problemes de crises d angoisses je le repere au mains moites on m as conseille ce traitement j ai des douleurs a droite et a gauche de la poitrine l impression de mal respirer est ce que quelqu un est comme moi et que des symptomes d angoisse et ca fait 2j que je le prend mais je vois pas trop la difference je serais actif pour dire la suite
9979,sertraline,bonjour je prends la sertraline depuis 20 jours j ai des bouffees de chaleurs comme effets secondaires dois encore resister et je veux savoir si ca va partir ca peut tenir combien de temps encore
9980,sertraline,bonjour aujourd hui cela fait 3 semaines que je prends la sertraline en 50mg les premiers jours tres difficiles beaucoup d effets secondaires les premieres semaines ensuite sont compliquees avec des jours plus ou moins bien mais je me sens quand meme mieux petit a petit mon specialiste m a dit d attendre bien 1 mois et je vois deja qu il y a du mieux je continue d y croire je sais que tout ira mieux
9981,sertraline,bonjour je suis sous sertraline depuis 2 mois et j ai besoin de savoir meme si je sais qu il n est pas conseille de consommer de l alcool je n en consomme pas mais peut on quand meme boire un verre ou deux lors de repas entre amis merci
9982,sertraline,je ne prends que 75mg par jour mais les fois ou j ai voulu arreter je suis retombee dans mes travers hyperemotivite stress incontrole angoisse je le prends donc avec suivi psychiatrique jusqu a nouvel ordre
9983,sertraline,cela fait maintenant deux jours je suis sous sertraline cela me fait des brulures d estomac toute la journee me coupe l appetit donc je ne mange pas de la journee meme en essayant de me forcer arrive le soir prise un peu de vomissement mais ayant rien mange dans la journee rien ne sort cela me fait seulement des petites crampes du au haut le coeur
9984,sertraline,je suis sous sertraline depuis plusieurs mois maintenant les debuts ont ete tres compliques beaucoup d effets secondaires surtout les insomnies et les vertiges mais avec le temps et un suivi medical serieux j ai pu passer ce cap malsaisant j ai pu teste des methodes plus naturelles mais sans reels effets
9985,sertraline,bonjour mon medecin m a prescrit de la sertraline pour mon anxiete generalisee j ai lu sur la notice et sur internet qu il y avait enormement d effet secondaires et cela m effraie vraiment je ne me sens deja pas bien vertiges palpitations poitrine serree etc alors prendre un medicament dont les effets secondaires sont les memes que ce que je subie deja m angoisse le serpent qui se mord la queue mon compagnon est militaire et est en mission jusqu en octobre je vis donc seule avec ma fille 1an et demi pour l instant je travaille a mon domicile j ai des rdv la voiture a prendre etc je me demande donc si je prends la sertraline a quel point cela va me perturbe dans mon quotidien et mes obligations
9986,sertraline,j ai commence par 50 mg dans l objectif d avoir 100 mg au bout de la deuxieme semaine pour traiter mon trouble anxieux generalise la premiere semaine gros effets secondaires nausee crise d angoisse au reveil insomnie et difficulte a emerger le matin je me sentais tres somnolent et faible au bout de cette semaine plus rien a part le vide emotionnel du mal a reflechir et a ressentir des choses je suis passe par 150 mg au bout de quelques mois a cause de regains d anxiete de deprime et de cauchemars qui je le pense etaient des effets secondaires cela n a fait qu empirer les choses je n avais aucune energie aucune motivation j ai baisse alors de nouveau a 100 puis a 75 et 50 et j essaye de me sevrer petit a petit au total j ai pris une dizaine de kilos en un an alors que mon alimentation n a pas changee et que je n ai jamais pris plus de 5 kilos par an pour ma part ca n a eu que tres peu d avantages
9987,sertraline,bonsoir 2 cp de 50 mg par jour diminue les crises de panique au revoir
9988,sertraline,sertraline est un antidepresseur il ne m a fait aucun effet et j ai pris enormement de poids je me suis sevree et j ai perdu 14kgs peut etre que ca aura un effet benefique sur d autres personnes
9989,sertraline,efficace au bout de plusieurs mois mais les effets secondaires un peu trop importants
9990,sertraline,traitement qui n a plus d effet sur le long terme comme tous les traitements
9991,sertraline,bonjour je prends sertraline 25mg depuis 4 mois apres un mois d effets secondaires horribles vertiges nausees troubles digestifs crises de panique j ai commence a ressentir des effets benefiques sur mon moral toutefois cet effet a commence a s estomper depuis quelques semaines j ai de nouveau des angoisses beaucoup de fatigue et comme je le prends avec du xanax j ai encore des effets indesirables tres genants constipation perte d appetit vessie hyperactive avec incontinence urinaire douleurs musculaires bouche seche cauchemars troubles digestifs flatulences somnolence troubles visuels brouillard mental cauchemars reguliers alors que j en avais peut etre 1 fois par semaine la c est des que je m endors meme pour une simple sieste j ai pris d autres molecules deroxat seroplex prozac qui m ont fait prendre beaucoup de poids mais je sortais plus de chez moi les effets benefiques de la sertraline sont toujours la dans le sens ou j arrive quand meme a me lever de mon lit pour le principal j ai retrouve une hygiene de vie plus ou moins normale j ai fait des annees de therapie en fonction des cas ca allait mieux ou pas du tout mais on a jamais traite mon tspt le probleme dans mon cas est le cout des therapies alternatives hypnose emdr ainsi que leur accessibilite car je suis pmr et vis seule je ne compte pas interrompre mon traitement pour le moment j attends de revoir le psychiatre en septembre
9992,sertraline,prise de sertraline pour depression suite a burn out et cnep crises non epileptiques psychogenes les effets secondaires du debut problemes de diarrhees assez classiques avec les ad se sont calmes par contre sont restes de grosses difficultes a l endormissement un sommeil tres lourd avec reves etranges le moral est remonte mais aucun effet sur mes crises mon psychiatre a fini par modifier le traite car j ai pris 16kg ce qui est devenu problematique pour mon moral sinon c est l antidepresseur qui a ete le plus efficace et le mieux supporte par mon corps sachant que ne travaillant pas les effets sur le sommeil etaient gerables
9993,sertraline,bonjour je suis en cours de sevrage j ai commence a prendre la sertraline il y a un an suite a un episode depressif je n ai eu aucun effet secondaire si ce n est une legere prise de poids mais qui est peut etre aussi liee a la menopause mon sommeil n etait deja pas terrible ca n a pas ete pire et cela s est ameliore ensuite je prend de la melatonine en plus et je trouve ca tres efficace j ai d abord commence par un dosage a 25mg pendant une dizaine de jours puis a 50mg j ai vu un leger mieux au bout de 15 jours mais c est vraiment au bout d un mois et demi que j ai senti une bascule je retrouvais de la joie de vivre et j etais zen depuis 2 mois j ai entame le sevrage a raison d une gelule tous les 2 jours pendant 1 mois puis mon medecin m a prescrit du 25mg que j ai aussi pris tous les 2 jours puis 3 j en prends 1 tous les 5 jours desormais et ca va je sens quand meme que je peux m agacer un peu plus vite donc je vais finir la boite tranquillement sans pression petit detail qui a peut etre son importance la prise se faisait le soir donc pas de sensation d etre dans le gaz durant la journee portez vous bien
9994,sertraline,heureusement que j ai ce medicament car sans lui mon etat general serait catastrophique
9995,sertraline,je suis depressive depuis plusieurs annees et j ai donc connu plusieurs antidepresseurs avant sertraline j ai eu anafranil trop d effets secondaires et tres peu d effets positifs au bout d une dizaine de jours avec setraline 2 x 50 mg jour j ai retrouve la joie de vivre
9996,sertraline,bonjour sous sertraline 50 depuis 35 tout allait bien mais depuis depuis quelques jours l anxiete revient mais c est moins fort es ce que cela vous est arrive
9997,sertraline,quelques flatulences mais je le supporte bien plus d angoisses le soir un xanax 25 et fycompa bon sommeil
9998,sertraline,bonjour je suis sous sertaline 25mg depuis le 4 mars 2025 je suis une grande anxieuse j ai ete abandonne etant enfant violence conjugale et j ai perdu une personne qui comptais enormement a mon coeur je fais des enorme crises d angoisses mais avec la sertraline je ne suis pas bien nausees diarrhee palpitations bouffee de chaleur nous sommes le 31 mars et je pense que je vais arreter ce traitement besoin de conseil angelina
9999,sertraline,bonjour a toutes et tous ceux qui me liront je prends sertraline 25 mg depuis 19 jours et je perds patience je suis tres fatiguee et agacee en meme temps je n ai pas la force de faire grand chose en journee j ai un fort sentiment de tristesse et parfois meme de desespoir que je n avais pas du tout avant de le prendre je prends cet ad pour une anxiete et un gros stress reactionnels accompagnes de douleurs je suis prete a encore patienter 2 semaines meme si c est penible si quelqu un a ou a eu ces symptomes je serais heureuse de vous lire merci
10000,sertraline,j ai commence a prendre sertraline le 5 mars 2025 pour anxiete liee a la sante hypocondrie apres la perte d un proche j ai prit 3 mois d anxiolytique seresta mais l anxiete etait juste masquee mais le probleme non resolu c est alors qu on m a prescrit sertraline arrow lab 50mg a prendre le matin en parallele je suis une therapie emdr et j ai essaye de me mettre au sport j ai limite ma consommation de cafe egalement premiere semaine presque pas d effets secondaire seulement diarrhee et perte d appetit incapable de manger l anxiete etait toujours la 60mg de seresta a cote deuxieme semaine la pire de toute douleur thoracique essoufflement anxiete decuplee peur intense de mourir d une crise cardiaque ou d un avc les joies de l hypocondrie insomnie ou 3h de sommeil par nuit nausee malaise fatigue extreme diarrhee derealisation dents serrees a bloque 50mg de seresta a cote j entame la troisieme semaine et depuis deux nuits j arrive a dormir un peu plus mon sommeil est un peu plus reparateur je n ai plus de diarrhee ni de nausee mais je sens toujours une sensation similaire a un malaise vers 10h 12h qui s estompent ensuite dans la journee les douleurs thoracique et l essoufflement ont disparu trouble visuel je n ai plus du tout d attaque de panique mais les pensees anxieuses sont toujours presentes meme si elles me font beaucoup moins d effets physiques presque pas le sentiment de stress qui prend au coeur pas de perte de controle des pensees pas de palpitations intense etc 40mg de seresta a cote quatrieme semaine plus d effets indesirables si ce n est quelques vertiges leger concernant mon anxiete les pensees sont de moins en moins presentes je fais des nuits completes et je n ai plus du tout d attaque de panique parfois je pense a des choses qui m angoisse mais ca reste supportable et ca ne dure pas dans le temps et ce n est meme pas tous les jours je suis tres satisfaite pour le moment 2omg seresta a cote je reviendrai mettre a jour ce commentaire au fil des semaines les premiers effets benefiques se font sentir apres 3 4 semaines et l effet optimal entre 6 et 8 semaines a voir
10001,sertraline,j 9 de traitement a 25 mg et les tous petits premiers effets positifs sont apparus ce matin plus d envie et plus d energie les effets secondaires costauds ont ete surtout digestifs des vertiges et de l anxiete accrue ils s estompent peu a peu j ai egalement ressenti de la tristesse les 3 premiers jours j ai pris du seresta le soir et je prends egalement des probiotiques pour les effets digestifs je prends ce traitement suite a un bunr out et a une anxiete generalisee j attends les effets stabilises d ici 1 a 2 semaines j espere
10002,sertraline,cela fait maintenant deux jours je suis sous sertraline cela me fait des brulures d estomac toute la journee me coupe l appetit donc je ne mange pas de la journee meme en essayant de me forcer arrive le soir prise un peu de vomissement mais ayant rien mange dans la journee rien ne sort cela me fait seulement des petites crampes du au haut le coeur
10003,sertraline,bonjour a tous je prends de la sertraline a 200mg pour mes toc et mon anxiete chronique pour eviter d avoir des obsessions sur la contamination et de me laver les mains jusqu a me detruire la peau et pour lutter contre les grosses crises emotionnelles comme quand on est anxieux tout simplement je prends ce medicament depuis l age de 16 ans initialement pour des toc severes de lavage contamination avec beaucoup d angoisses sans declencheurs sans rapport avec le toc j ai commence a la dose de 50mg je vais etre tres rassurant et vous dire que je n ai eu pratiquement aucun effet secondaire si ce n est un peu d insomnie au debut a l age de 17 ans voyant que mon toc et mon anxiete ne repondaient pas on a decide d augmenter a 100mg puis 150mg a l epoque ca me provoquait de l hypersudation et des troubles de l ejaculation assez penible mais c est passe avec le temps arrive a l age de 19 ans les toc et l anxiete deviennent plus envahissants on passe a 200mg pas d effets secondaires notable apres une ts avec suspicion de trouble bipolaire mon medecin de l epoque m avait remis a 150mg malheureusement mes toc et mon trouble anxieux ont repris du service et la dose de 200mg me convenait du coup avec le medecin on est repasses a 200mg et depuis je vais mieux grace a ce traitement je tiens a souligner une augmentation forte de l angoisse pendant la transition pendant 1 2 semaine environ apres ca fonctionne bien points forts peu d effets secondaires surtout sur le long terme compare aux neuroleptiques je parle pour les habitues car le combo ad neuroleptiques on connait efficace sur l anxiete et les toc je suis en remission de mes toc depuis j ai quelques crises mais rien de tres inquietant pour l anxiete pure c est moins flagrant mais je pense que si je n avais pas ce traitement ce serait pire points negatifs montee de l anxiete au debut du traitement en cas d augmentation surtout a haute dose faire bien attention a vos antecedents familiaux ou personnels de bipolarite essayez de vous souvenir si vous n avez jamais ete euphorique de maniere extreme au point de faire litteralement n importe quoi mais pour de vrai pas juste embrasser une pote en soiree sur un coup de tete genre creer une entreprise sur un coup de tete acheter une voiture sans reflechir etc si vous retrouvez ca prevenez vraiment votre medecin c est hyper important mais sinon ayez l esprit tranquille ces medicaments sont bien toleres et efficaces
10004,sertraline,bonjour j ai lu avec attention tous vos commentaires je suis passee mi janvier de seroplex a la sertraline 50mg les 10 premiers jours je me suis sentie mieux plus energique trop contente mais apres coup je me suis demande si ce n etait pas le chevauchement des deux molecules qui avaient cree cela car les demi vies peuvent etre longues a 3 semaines de 50mg avec une bonne tolerance ma psy m a passe a 100 mg mi fevrier 48 heures apres j ai commence a avoir des angoisses importantes des idees noires j ai tenu en me disant que cela allait passer et j ai augmente la dose lexomil 1 4 en cas d angoisse mais jusqu a 5 jours fois par jour un manque d appetit un peu nauseeuse apathique souvent j ai vu mon mg qui m a conseille de contacter rapidement ma psy depuis 4 jours j attend son appel j ai decide de redescendre a 50 mg depuis 4 jours moi meme en l absence de conseils rapides j ai un leger mieux mais encore des angoisses donc lexomil a la demande quand pensez vous dosage effets secondaires le contexte au chomage je suis en entretien de recrutement 1 par semaine j arrive a donner le change sauf 1 ou je me suis vautree cela me bouffe toute mon energie a chaque fois et le dernier entretien pourrait aboutir des la semaine prochaine j ai peur de ne pas etre a la hauteur d etre en etat cela bien sur rajoute au stress j ai lu que beaucoup avaient eu un passage d effets secondaires importants et qu il fallait tenir j attends vos retours precieux merci
10005,sertraline,bonjour a toutes et a tous cela fait un moment que je lis des avis et des commentaires partout et je me lance a mon tour je pense que cela fait du bien d ecrire dans tous les cas meme si je n ai aucune reponse je suis sous sertraline depuis le 22 janvier 6 semaines a ce jour il y a environ 9 ans 2016 j avais fait un burnout au travail avec des crise d angoisses et d anxiete puis on m a diagnostique un tag j etais angoisse par tout perdre mon job mourir laisser mon fils sans rien etc c etait atroce j avais pris du zoloft et apres 6 semaines ca commencait a aller beaucoup mieux je l ai continue pendant un an mais j ai fait l erreur de l arreter sans sevrage du coup j ai recommence a faire des angoisses et de l anxiete j etais tout le temps stresse le psy ma donc mis sous paroxetine deroxat que j ai garde pendant 4 ans je me sentais bien un peu trop bien meme car je m en fichais de tout je vivais au jour le jour et rien ne m angoissais meme si j avais de quoi stresser il y a deux ans j ai perdu mon pere dans des conditions assez atroces et j ai decide de me refugier dans le sport donc pendant 2 ans je faisait 2h30 de sport par jour tous les jours jai reussi a transformer mon corps et je me suis sevre de la paroxetine donc aujourd hui ca fait 2 ans que je n en prend plus vers fin decembre 2024 a la veille de mes 40 ans j ai recommence a faire de l angoisse et de l anxiete generalisee ca a commence par la peur que ma femme me quitte alors que tout se passe bien puis c etait la peur de mourir et en ce moment c est la peur de l echec au travail j ai perdu toute motivation plus de sport sentiment d inutilite au travail culpabilite de faire vivre mon etat a ma famille et fatigue physique et emotionnelle d etre dans cet etat je suis alle voir un psy le 22 janvier de cette annee il ma mis sous sertraline a 100mg et un anxiolytique pour la nuit les premieres 4 semaines atroces perte d appetit et de poids idees noires multiplication de l anxiete reveils nocturnes en stress avec impossibilite de se rendormir fatigue aucune motivation et j en passe j ai exige un suivi hebdomadaire avec mon psy car le voir 1 mois apres a ete tres difficile a supporter je me suis demande meme comment cela se fait qu il m ait mis sous sertraline et pas la paroxetine qui avait bien fonctionne il ma dit que la paroxetine avait beaucoup plus d effets secondaires alors que la sertraline c est que au debut qu il y en a bref ces deux dernieres semaines ca a commence a aller legerement mieux quand je dis legerement c est que je fait une nuit de sommeil complete mais le reveil se fait toujours dans le stress et l apprehension de la journee le travail me stress et je ne me sens pas a la hauteur quelques anxiete par rapport a l apprehension de l avenir mais j ai retrouve un peu de libido retrouve l appetit disons que l anxiete est la en toile de fond mais que sauf situation tres stressante elle n est plus handicapante hier je suis alle le voir en rendez vous et apres une longue hesitation il a decide de m augmenter a 150mg de sertraline et qu on se revoit dans 2 semaines je suis toujours sous anxiolytique le soir mais il a prevu de le baisser a partir de la semaine prochaine a l augmentation de 100 a 150mg je prends mes comprimes le soir j ai eu une grosse angoisse hier soir et j ai encore eu un reveil nocturne a 4h30 du matin avec difficulte d endormissement je voulais savoir si ca vous parait normal de revivre les premiers symptomes qu en debut de prise et surtout si ca prend autant de temps a se stabiliser ou si c est plus rapide je vous remercie pour votre reponse et desole pour le pave
10006,sertraline,ne sais pas si c est lui qui me rend somnolent
10007,sertraline,bonjour je prends sertraline depuis 1 mois et demi j etais sous paroxetine mais j ai change a cause des effets secondaires pour l instant je vois un peu d efficacite mais j ai toujours des gros moments d angoisses et des pensees negatives que je n avais plus avec la paroxetine je me laisse encore un peu de temps pour voir si ca va mieux pour l instant je ne vois pas d effet secondaires a part peut etre un peu de fatigue ca me fait dormir comme un bebe
10008,sertraline,bonjour je tenais a partager mon experience avec de l anxiete generalisee du a des phobies refoules dentiste qui m ont conduit a avoir des tocs insupportable avec ma dentition le boulot et la famille tout cet ensemble a explose en pleine figure impossible de dormir pendant plusieurs semaines etat lamentable souffrance psychologique intense donc j ai commence a prendre bromazepam pour me casser mes crises et dormir pendant 15jours puis sertraline 50 mg depuis le 1 decembre 2024 les 15 premiers jours ont ete atroces angoisses demultiplier a tout moment de la journee puis j ai senti une amelioration du sommeil vers le 3 janvier et une diminution des angoisses on est le 7 fevrier et le sertraline me provoque juste un pique de bonheur etat euphorique apres la prise ca dure quelques heures generalement c est agreable si j ai un conseil a donner c est absolument traiter tout ce qui vous fait peur ou qui vous ronge de l interieur pour moi ca ete le dentiste je me suis force a y aller et ca s est tres bien passe mais c etait les pires jours de ma vie avant le rdv deuxieme conseil votre sommeil accepter que vous n avez pas le controle sur celui ci accepter que peut etre vous allez passer une mauvaise nuit faire cela va casser votre spirale infernale pour les angoisses accepter ce que votre corps vous dit ne lutter pas a faire taire vos angoisses laisser les monter et elles redescendront naturellement c est tres difficile je l ai fait et quasiment du jour au lendemain ca a diminue de moitie
10009,sertraline,bonjour je suis a j 3 de sertraline 50 mg par jour le matin pour soigner ma depression et c est dur nausees maux de tete demotivation et tres grosse fatigue encore plus qu avant le traitement je m accroche en me disant que je vais finir par voir les effets benefiques je suis prof au college et je pensais vite retourner au travail la semaine prochaine idealement mais la vu mon etat impossible j aime mon boulot et j aimerais tellement vite me sentir mieux pour y retourner au bout de combien de temps apres la premiere prise de sertraline etes vous retournes travailler
10010,sertraline,bonjour je suis a j 3 de prise de sertraline 50 mg le matin pour soigner ma depression et c est dur nausees maux de tete tres grosse fatigue et demotivation presque pire que le plus bas de ma depression c est un peu decourageant mais je me dis qu il faut que je m accroche pour en ressentir les effets benefiques je commence en parallele un suivi par une psychologue pour guerir une blessure d enfance je suis prof au college et je m etais dis que je retournerai vite travailler idealement dans 3 jours mais la vu mon etat impossible j ai l impression d etre completement au ralenti c est dur quand on aime son boulot de ne pas se mettre la pression pour retourner au travail au bout de combien de temps apres votre 1ere prise de sertraline etes vous retournes au boulot
10011,sertraline,bonjour cela fait 2 ans que je suis sous sertraline j ai commence a 25mg puis je suis allee jusqu a 100mg et la j ai commence le sevrage avec suivi de mon psychiatre le medicament m a sauve la vie concernant mes angoisses par contre j ai pris 13kg depuis et je me sens vraiment tres mal dans mon corps je vois mon psychiatre bientot pour arreter le traitement je voulais savoir si quelqu un avait eu la meme problematique et si oui avez vous pu reperdre du poids apres arret de la molecule merci tiphmnd
10012,sertraline,suite a une separation tres douloureuse mon cerveau ne faisait que cogiter je suis sous sertraline 50mg depuis maintenant 3 semaines je me sens mieux malgre une grosse fatigue chronique j ai pu lire diarrhee et sueurs ce que j ai pu avoir mais tres brievement j espere qu il continuera a m apaiser comme c est le cas au jour d aujourd hui
10013,sertraline,pour le moment j24 je sens du mieux notamment pour gerer mes angoisses me mettre en mouvement cote depression je pense ne pas etre au mieux de l effet du traitement je vais rester encore une semaine a 50mg avant de passer a 75mg si je sens que les effets ne s ameliorent pas suffisamment cote effets secondaires les premieres semaines etaient compliquees notamment la 2e anxiete et deprime gout de rien apathie totale j aurais pu rester a regarder le mur toute la journee puis exces de colere pleurs intempestifs mais poursuivez ca s ameliore et je sens vraiment que cela m aide
10014,sertraline,j ai essaye la sertraline sur conseils de mon generaliste pour traiter une anxiete et non pas une depression j ai tenu 10 jours une semaine a 25 mg et 3 jours a 50 mg ce medicament a multiplie mon anxiete par 4 je dirais j ai ressenti des angoisses que je n avais jamais connues avant bref tout l inverse de ce que j en attendais perte totale d appetit car j avais comme un noeud au ventre tellement je me sentais anxieux sans raison et j ai perdu 3 kg en 10 jours sommeil tres agite libido inexistante nausees fatigue surtout le matin j ai arrete et tout est revenu a la normal en 2 3 jours tentative ratee qui restera une tres mauvaise experience
10015,sertraline,voici mon recap de traitement a la sertraline pour depression j espere que cela pourra en aider certains d entre vous prise de sertraline pour anxiete depression et idees suicidaires juillet 2024 a debut decembre 2024 1er mois dose de 25mg 1 gelule pendant 1 mois effets indesirables les deux premieres semaines maux de tete et nausees le soir ameliorations estompation des effets indesirables decrits cephalees nausees amelioration de l humeur globale et anxiete diminue petites ameliorations notables sur l humeur generale aucun effet negatif sur la libido amelioration du sommeil et des reves en general avec forte diminution des cauchemars recurrents 2e mois dose de 50mg 1 gelule pendant 1 mois effets indesirables maux de tete maux de ventre la premiere semaine d augmentation de dose ameliorations un petit plus sur la motivation globale moins besoin de dormir la journee et de se refugier dans le sommeil quelques pics de libido observes meilleur sommeil global augmentation de l appetit 3e mois dose de 50mg 1 gelule pendant 1 mois effets indesirables quelques pics de somnolence exemple rester au lit et dormir 18h jour pendant 2 3 jours sans energie aucune reprise d energie ensuite le reste de la semaine ameliorations pic d energie notable dans la plupart des activites quelques pics de libido 4e mois dose de 50mg 1 gelule pendant 1 mois effets indesirables maux de tete milieu fin de journee humeur plutot basse au reveil mieux le reste de la journee quelques crises de panique observes ameliorations pic d energie notable dans la plupart des activites meilleur appetit global cette fois ci envie de manger 3 repas par jour au lieu de 2 avant pensees suicidaires environ 1 fois par mois contre plusieurs fois pas semaine avant quelques pics de libido 5e mois dose de 75mg 1 gelule pendant 1 mois effets indesirables maux de tete milieu fin de journee humeur plutot basse au reveil mieux le reste de la journee quelques crises de panique observes pensees suicidaires revenues parfois sur quelques jours 2 3 jours avec des cauchemars plus realistes environ 2 3 nuits ameliorations pic d energie notable dans la plupart des activites meilleur appetit global cette fois ci envie de manger 3 repas par jour au lieu de 2 avant quelques pics de libido se sentir plus repose en depit des cauchemars de temps en temps 6e mois 1 gelule de 100mg pendant 1 mois ameliorations deux semaines de full power libido demesuree bonheur exaltant enorme motivation effets indesirables crise suicidaire les deux semaines suivantes perte d interet dans toutes les activites recepteur de dopamine a zero aucun plaisir dans la plupart des activites plus aucun ressenti et impression de deconnexion totale avec l environnement anxiete sexuelle plus aucun espoir de trouver une solution medicamenteuse recap du 7e mois sans medicament positif encore observe dans le quotidien motivation energie humeur plutot correcte beaucoup moins d anxiete envie de se remettre au sport pour trouver une methode naturelle gain de confiance en moi leger mais ok tier negatif encore observe dans le quotidien perte totale de dopamine plus de libido et de desir sexuel perte d espoir dans le fait de trouver un medicament efficace indications medicales proposition de prendre du lithium pour troubles de l humeur decision que je prendrai en janvier 2025 edit juillet 2025 apres plusieurs traitements essayes prise de lamotrigine pour troubles de l humeur depuis mars 2025 le traitement fonctionne apres decouverte que sertarline inadaptee a mon cas cependant elle aura permis de diminuer les cauchemars a repetition le trop plein de sommeil l anxiete generale et les pensees suicidaires je vous remercie a tous de m avoir lu attention je rappelle que je ne suis pas un medecin qualifie et je vous conseille fortement de vous diriger vers des personnes certifies pour vous apporter les meilleurs conseils ce recap est a titre personnel et il est partage a des fins d information pour que d autres personnes puissent se faire une idee des choses diverses apportes par le medicament
10016,sertraline,bonjour probleme de sommeil depuis 3 mois si certains ont vecu ce probleme avec la sertraline puis je esperer une amelioration en etant encore patiente merci
